COD_ISBN	AUTORI	TITOLO	STITOLO	EDIZIONE	TITOLOC	PREZZO	NUPAG	NOTA
9788808537478	"BERTINI Franco"	"Io penso"			"Confezione volume 3 Da Schopenhauer a oggi + Cittadini del pensiero"	3830	856	", , 197x265, 2016"
9788808937476	"BERTINI Franco"	"Io penso"			"Volume 2 Dall'umanesimo a Hegel"	3230	672	", , 197x266, 2016"
9788808421173	"DI PALMA Giuseppe-FORMICHI Fiorenzo-MEINI Giorgio-TANI Cristina-VENUTI Ivan"	"Coding LAB"	"L'arte di risolvere i problemi con l'informatica"		"Volume unico"	1590	216	", , 197x266, 2015"
9788808190802	"DECATALDO Alessandra-DEL GRECO Manola-GILLI Monica-RUSPINI Elisabetta"	"Turismo Generi Generazioni"			"Volume unico"	1900	200	"170x240, 2013"
9788808820440	"DONATIVI Vincenzo"	"ART. 2203-2213"	Rappresentanza		"Volume unico"	8300	464	", , 182x246, 2021"
9788808076205	"CARNEVALI Ugo-COSTANZA Maria-LUMINOSO Angelo"	"Art. 1453-1454"	"RISOLUZIONE PER INADEMPIMENTO TOMO I, 1"	"1 ed."	"Volume unico"	7100	488	"180x250, 1990"
9788808249555	"ARA Gabriele-FORMICHI Fiorenzo-MEINI Giorgio"	"Tecnologie e progettazione di sistemi informatici e di telecomunicazioni"	"per Informatica"	"Terza edizione"	"Volume 3 di Giorgio Meini, Fiorenzo Formichi e Gabriele Ara"	2890	416	", , 197x266, 2022"
9788808499943	"ARA Gabriele-FORMICHI Fiorenzo-MEINI Giorgio"	"Tecnologie e progettazione di sistemi informatici e di telecomunicazioni"	"per Informatica"	"Terza edizione"	"Volume 1 di Giorgio Meini e Fiorenzo Formichi"	2290	344	", , 197x266, 2022"
9788808611741	"ARA Gabriele-FORMICHI Fiorenzo-MEINI Giorgio"	"Tecnologie e progettazione di sistemi informatici e di telecomunicazioni"	"per Informatica"	"Terza edizione"	"Volume 2 di Giorgio Meini e Fiorenzo Formichi"	2290	352	", , 197x265, 2022"
9788808206817	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"		"Quarta edizione versione arancione"	"Volume 5 con Museo digitale"	2960	432	", , 230x285, 2016"
9788808276414	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"		"Quarta edizione versione arancione"	"Volume 3 con Museo digitale"	2800	448	", , 230x285, 2016"
9788808633804	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"		"Quarta edizione versione arancione"	"Volume 4 con Museo digitale"	2800	456	", , 230x285, 2016"
9788808637772	"CRICCO Giorgio-DI TEODORO Francesco Paolo"	"Itinerario nell'arte"		"Quarta edizione versione arancione"	"Volume 2 con Museo digitale"	2150	280	", , 230x285, 2016"
9788808920430	"BONA Carlo"	"Usi civici"	"Legge 16 giugno 1927, n. 1766"		"Volume unico"	7800	392	", , 180x247, 2021"
9788808820563	"BRUNTON Laurence L.-HILAL-DANDAN Randa-KNOLLMANN Björn C."	"Goodman & Gilman Le basi farmacologiche della terapia"		"Tredicesima edizione"	"Volume unico"	17850	1512	", , 225x295, 2019"
9788808194510	"ANZOLA Eleonora-BORRACCI Silvia-CARBONE Angelo"	Physics			"Volume 1 con risorse digitali Scuolabook"	1210	136	"197x266, 2012"
9788808234735	"ANZOLA Eleonora-BORRACCI Silvia-CARBONE Angelo"	Physics			"Volume 3 con risorse digitali Scuolabook"	1220	136	"195x265, 2012"
9788808500014	"ANZOLA Eleonora-BORRACCI Silvia-CARBONE Angelo"	Physics			"Volume 2 con risorse digitali Scuolabook"	1220	136	"197x266, 2012"
9788808184832	"CHRISTENSEN Andrew-DALLA VALLE Monica-DOSS Brian D.-JACOBSON Neil S."	"Differenze conciliabili"	"Ricostruisci la tua relazione di coppia riscoprendo la persona che ami, prendendoti cura di te"		"Volume unico"	3690	352	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2015"
9788808165381	"ABEASIS Silvana"	"Elementi di algebra lineare e geometria"			"Volume unico"	3140	296	"170x240, 1993"
9788808820235	"BERTINI Ivano-LUCHINAT Claudio-MANI Fabrizio-RAVERA Enrico"	Stechiometria	"Un avvio allo studio della chimica"	"Sesta edizione"	"Volume unico + ebook"	3570	384	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2020"
9788808992574		"Impara lo spagnolo"		"Seconda edizione"	"Volume unico"	2890	352	", , 145x210, 2020"
9788808601155	"PANEBIANCO Beatrice-SCARAVELLI Irene"	"Testi e immaginazione"		"Seconda edizione di L'esperienza del testo"	"Poesia e Teatro"	1840	480	"197x266, 2014"
9788808258083	"GALGANO Francesco"	"Atlante di diritto privato comparato"		"Quinta edizione"	"Volume unico"	6050	344	"195x280, 2011"
9788808030603	"ENRIQUES Federigo"	"Questioni riguardanti le Matematiche elementari"	"Contributi di F. Enriques, U. Amaldi, A. Guarducci, G. Vailati, G. Vitali, O. Chisini, D. Gigli, E. Bompiani, R. Bonola, A. Sabbatini, E. Daniele, A. Giacomini, G. Castelnuovo, A. Conti, V. Notari, B. Calò, U. Scarpis, A. Padoa."	"Ristampa anastatica della terza edizione 1924-1927"	"Volume unico"	12200	1116	"Due volumi indivisibili, 145x215, 1983"
9788808062406	"DE FERRA Giampaolo-GUGLIELMUCCI Lino"	"Art. 42-50"	"EFFETTI DEL FALLIMENTO PER IL FALLITO"	"1 ed."	"Volume unico"	2650	220	"180x250, 1986"
9788808680044	"BOZZETTI Federico-CONTALDO Franco-ELIA Marinos-LANHAM-NEW Susan A.-LJUNGQVIST Olle-PASANISI Fabrizio-SANTARPIA Lidia-STRATTON Rebecca J."	"Nutrizione Clinica"			"Volume unico + ebook"	8150	528	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2018"
9788808043542	"AULETTA Giuseppe G.-MANGINI Vito"	"Art. 2584-2601"	"INVENZIONI INDUSTRIALI E CONCORRENZA"		"Volume unico"	4300	296	"Invenzioni industriali: 1ª ed., 1987; Concorrenza: 3ª ed., 1987, (1ª ed. 1947; 2ª ed. 1973), 175x250, 1987"
9788808635259	"TIBONE Federico"	"Le scienze di ogni giorno - edizione arancione"			"Volume In poche parole"	1120	232	"230x285, 2014"
9788808701107	"TIBONE Federico"	"Le scienze di ogni giorno - edizione arancione"			"Volume 3 con Laboratorio delle competenze"	1520	296	"230x285, 2014"
9788808735065	"TIBONE Federico"	"Le scienze di ogni giorno - edizione arancione"			"Volume 3 con Laboratorio delle competenze"	1360	296	"230x285, 2014"
9788808221209	"BORTOLON Paola"	"Costruire le competenze di scienze"	"50 prove per l'allenamento e la verifica"		"Volume unico"	980	104	", , 197x266, 2015"
9788808311870	"BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Ganz genau!"			"Inklusive Grammatik - Niveau A1/A2-"	710	96	", , 210x285, 2019"
9788808320674	"BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Ganz genau!"			"Volume 1"	2710	304	", , 210x285, 2019"
9788808354853	"BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Ganz genau!"			"Volume B"	3580	456	", , 210x285, 2019"
9788808368577	"BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Ganz genau!"			"CD mp3 per la classe Volume Niveau B2"	2040	0	", , 140x120, 2019"
9788808393029	"BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Ganz genau!"			"Volume 3"	2750	320	", , 210x285, 2019"
9788808461551	"BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Ganz genau!"			"Inklusive Grammatik - Niveau A2/B2-"	850	112	", , 210x285, 2019"
9788808545725	"BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Ganz genau!"			"Volume 2"	2790	292	", , 210x285, 2019"
9788808633354	"BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Ganz genau!"			"Volume Niveau B2"	2190	240	", , 210x285, 2019"
9788808663191	"BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Ganz genau!"			"Volume A"	3200	452	", , 210x285, 2019"
9788808868756	"BERTOCCHI Miriam-CATANI Cesarina-GREINER Herbert-PEDRELLI Elena"	"Ganz genau!"			"Confezione 7 CD audio per la classe - Einheiten 0-24"	7139	0	", , 140x125, 2019"
9788808699916	"CANNAROZZO Renato-CUCCHIARINI Lanfranco-MESCHIERI William"	"Misure, rilievo, progetto"		"sesta edizione"	"Volume 1"	3210	464	", , 197x266, 2022"
9788808192332	"SALVADORI Massimo"	"Navigare nel tempo e nello spazio"	"Enciclopedia storica"		DVD-ROM	2017	0	"135x190, 2012"
9788808185587	"AUTERI Franco-QUARTAPELLE Luigi"	"Fluidodinamica comprimibile"			"Volume unico"	5250	608	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 210x275, 2013"
9788808024725	"ASIMOV Isaac"	"Breve storia della biologia"	"Introduzione alle idee della biologia"	"Ristampa 1979"	"Volume unico"	2040	160	"Trad. di P. G. Donini, 11 i., 150x210, 1979"
9788808252371	"BELLINI Tiziana"	"Chimica medica e propedeutica biochimica"	"con applicazioni cliniche"		"Volume unico + ebook"	4150	352	", , 197x270, 2017"
9788808161529	"GIACOBBE Daniela-GIACOBBE Giovanni"	"Art. 1268-1276"	"DELEGAZIONE. ESPROMISSIONE. ACCOLLO"	"1 ed."	"Volume unico"	2500	152	"180x250, 1992"
9788808183330	"CRISTOFORI Elena-DELLI POGGI Alessandro-SERRERI Paolo"	"Il laboratorio professionale nella formazione"			"Volume 1"	2700	700	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2017"
9788808680020	"CRISTOFORI Elena-DELLI POGGI Alessandro-SERRERI Paolo"	"Il laboratorio professionale nella formazione"			"Volume 2"	2300	320	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2017"
9788808320261	"RUSSO Roberto Carlo"	Motricità	"Un nuovo approccio per la valutazione motoria"		"Volume unico"	2700	448	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 150x210, 2020"
9788808488695	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-MASSARINI Alicia-ODONE Roberto-PHELAN Jay-PIGNOCCHINO Maria Cristina-SCHNEK Adriana"	"Scopriamo la biologia"		"seconda edizione"	"Idee per imparare"	1150	160	", , 0x0, 2022"
9788808920256	"PHELAN Jay-PIGNOCCHINO Maria Cristina"	"Scopriamo la biologia"		"seconda edizione"	"Volume unico"	2500	344	", , 230x285, 2022"
9788808091529	"HUANG Kerson"	"Meccanica statistica"		"Prima edizione italiana condotta sulla seconda edizione americana"	"Volume unico"	6400	520	"Trad. di M. Roncaglia,  A. Vairo, 149 i., 170x240, 1997"
9788808187321	"KOLOROUTIS Mary-WILLEMS CAVALLI Yvonne"	"Cure basate sulla relazione: un modello per trasformare la pratica clinica"			"Volume unico"	3030	240	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2015"
9788808720481	"RODATO Silvano"	"Alimentazione oggi"	"Scienza e cultura dell'alimentazione per i servizi di enogastronomia e di sala e vendita"	"seconda edizione"	"Confezione volume per il secondo biennio + Quaderno operativo"	3380	544	", Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2019"
9788808762948	"RODATO Silvano"	"Alimentazione oggi"	"Scienza e cultura dell'alimentazione per i servizi di enogastronomia e di sala e vendita"	"seconda edizione"	"Volume per il quinto anno"	2330	320	", Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2019"
9788808401663	"AMADIO Patrizia-FALASCA Marco-LUPIA PALMIERI Elvidio-PAROTTO Maurizio-VALITUTTI Giuseppe"	"#Terra edizione azzurra - La chimica della natura"		"terza edizione"	"Confezione Il nostro pianeta La dinamica esogena + La chimica della natura"	3390	432	", , 230x285, 2022"
9788808931238	"IANNUCCI Alessandro-LONGO Fatima"	"Unitutor Medicina 2022"			"Volume unico + ebook"	5500	1288	", , 200x270, 2021"
9788808220196	"HUBER Roberto-RUSSO Giuseppe"	"Competenze in cucina"	"Tecnica e pratica di enogastronomia"		"Confezione Volume unico + Ricettario"	2580	416	", Clitt editore. Distribuzione esclusiva Zanichelli, 197x287, 2020"
9788808520326	"PROVERBIO Alice Mado"	"Neuroscienze cognitive della musica"	"Il cervello musicale tra arte e scienza"		"Volume unico"	2820	224	", , 170x240, 2019"
9788808720757	"CRÉPIEUX Ga.l-DIEGOLI Silvia-GIACHINO Luca-GLAUD Ludivine-LANNIER Muriel-LOISEAU Yves-MENSDORFF-POUILLY Lucie-MERLET Elise-SPERANDIO Caroline"	"Un, deux, trois... grammaire!"			"Volume unico"	2500	432	", Zanichelli / Didier, 190x245, 2018"
9788808269225	"LETIZIA Antonino"	Biologia			"Volume unico"	2150	288	", , 197x276, 2015"
9788808821225	"BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia"	"Scopriamo la chimica"		"Seconda edizione"	"Volume unico"	1650	192	", , 230x285, 2015"
9788808720726	"GHIDELLI Roberta-RIPAMONTI Susanna-TARTUFERI Tatiana"	"Società che cambiano"	"Corso di sociologia"		"Volume unico"	2550	496	", , 197x265, 2018"
9788808436733	"BARNES N Sue-CURTIS Helena-FLORES Graciela-GANDOLA Laura-ODONE Roberto-SCHNEK Adriana"	"Introduzione alla biologia.azzurro"			"Dalla genetica al corpo umano"	2110	208	", , 230x295, 2015"
9788808820761	"AMBROSINI Stefano"	"Fallimento, soluzioni negoziate della crisi e disciplina bancaria"	"dopo le riforme del 2015 e 2016"		"Volume unico"	17000	700	", , 170x245, 2017"
9788808115775	"CUTNELL John D-JOHNSON Kenneth W"	"Elementi di fisica"	"Edizione italiana a cura di Claudio Romeni"		"Volume 2 con risorse digitali Scuolabook"	1940	184	"210x285, 2010"
9788808181213	"CORSETTI Aldo-GOBBETTI Marco"	"Biotecnologia dei prodotti lievitati da forno"			"Volume unico"	4900	384	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 197x270, 2010"
9788808321152		"Español esencial"	"Diccionario de la lengua española"	"Segunda edicion"	"Volume unico"	1740	864	"28 000 voci, 50 00 accezioni e locuzioni, Zanichelli / Vox, 130x176, 2015"
9788808820310	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Introduzione alla biologia. verde"		"seconda edizione"	"Volume unico"	2360	336	", , 230x285, 2022"
9788808421302	"AMBROSE Gavin-HARRIS Paul"	"Il libro del layout"	"Storia, principi, applicazioni"	"Seconda edizione"	"Volume unico"	4200	208	"Trad. di S. Sfigiotti, , 220x300, 2016"
9788808720238	"PAWLINA Wojciech-ROSS Michael H."	"Istologia. Testo e Atlante"	"Con elementi di biologia cellulare e molecolare"	"Terza edizione"	"Volume unico + ebook"	11200	1072	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 220x290, 2021"
9788808337788	"GUIDI Paolo"	"Tecnologie e progettazione di sistemi elettrici ed elettronici"	"per Elettrotecnica"		"Volume 2"	2790	368	", , 197x266, 2016"
9788808537782	"GUIDI Paolo"	"Tecnologie e progettazione di sistemi elettrici ed elettronici"	"per Elettrotecnica"		"Volume 3"	2580	328	", , 197x266, 2016"
9788808620842	"GUIDI Paolo"	"Tecnologie e progettazione di sistemi elettrici ed elettronici"	"per Elettrotecnica"		"Volume 1"	2820	376	", , 197x265, 2016"
9788808175045	"EICHHORN Susan E-EVERT Ray F"	"Biologia delle piante di Raven"		"Settima edizione italiana condotta sull'ottava edizione americana"	"Volume unico + ebook"	12400	944	"Trad. di A. Virzo, V. Vona, R. Castaldo, A. Basile, C. Rigano, D. Rigano, R. Nazzaro, P. Caputo, A. Pollio, G. Siniscalco Gigliano, V. Spagnuolo, 205x285, 2013"
9788808195388	"ADDOMINE Marisa-PONS Daniele"	"Informatica aziendale"			"Volume unico multimediale con DVD"	3250	400	"197x266, 2012"
9788808328267	"ADDOMINE Marisa-PONS Daniele"	"Informatica aziendale"			"Volume unico con Fondamenti di informatica multimediale con DVD"	3920	496	"197x266, 2012"
9788808421241	"BARTELLA Costantina-CAPONSACCO Barbara-DE CICCO Tiziana-LANGELLOTTI Margherita-TING Yen-ling"	"Natural Science.CLIL"			"Nutrition and Digestive System, Cell Respiration, Orbitals and Periodic Properties"	980	104	", , 195x265, 2015"
9788808821232	"GROTZINGER John P.-JORDAN Thomas H-LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Capire la Terra"		"Terza edizione italiana condotta sulla settima edizione americana"	"Volume unico + ebook"	9000	752	"Trad. di P. Fredi, R. Parotto, , 197x270, 2016"
9788808164148	"BOURGE Pierre-DUPONT-BLOCH Nicolas-LACROUX Jean"	"Manuale pratico di Astronomia"		"Seconda edizione italiana"	"Volume unico"	3580	352	"Trad. Paolo Tanga, 170x240, 2010"
9788808064271	"ANGIER Roswell"	"Educare lo sguardo"	"Introduzione pratica e teorica al ritratto fotografico"		"Volume unico"	4600	224	"Trad. di A. Santambrogio, C. Spitali, rev. di F. Malerba, 220x300, 2008"
9788808820044		"La crisi d'impresa e le nuove misure di risanamento"	"d.l. 118/2021 conv. in l. 147/2021 Diretto da Maurizio Irrera e Stefano A. Cerrato. Coordinato da Federica Pasquariello"		"Volume unico"	9900	592	", , 180x245, 2022"
9788808421098		"La nuova esecuzione forzata"	"Con risorse digitali. Diretto da Paolo Giovanni Demarchi"	"Seconda edizione"	"Volume unico con eBook"	31470	2224	"Prefazione di Luciano Panzani, , 180x250, 2018"
9788808268907	"ROMEO Orazio"	"Grammatica dei segni"	"La lingua dei segni in 1300 immagini e 150 frasi"		"Volume unico"	2060	184	"170x240, 1997"
9788808121035	"DEHEUVELS Luc-Willy"	"Grammatica araba"	"Manuale di arabo moderno con esercizi e cd audio per l'ascolto. Edizione italiana a cura di Antonella Ghersetti"		"Volume 2"	2950	384	"145x210, 2010"
9788808162984	"DEHEUVELS Luc-Willy"	"Grammatica araba"	"Manuale di arabo moderno con esercizi e cd audio per l'ascolto. Edizione italiana a cura di Antonella Ghersetti"		"Volume 1"	2950	352	"140x190, 2010"
9788808088178	"TÀINO Piergiulio"	"il Tedesco dell'economia"	"Dizionario economico finanziario e commercialeTedesco-Italiano Italiano-Tedesco con CD-ROM per Windows"		"Volume unico"	10950	1728	"76 000 voci, 146 000 frasi e locuzioni, 40 settori specialistici, 195x260, 2004"
9788808890771	"PULVIRENTI Emanuela"	Artemondo			"Confezione Volume unico + Album"	2680	704	", , 230x285, 2019"
9788808199058	"TIBONE Federico-ZECCHINA Adriano"	"Alchimie nell'arte"	"La chimica e l'evoluzione della pittura"		"Volume unico"	1430	240	"Collana a cura di Lisa Vozza e Federico Tibone, 115x177, 2012"
9788808061454	"ATKINS Peter William"	"Le regole del gioco"	"Come la termodinamica fa funzionare l'universo"		"Volume unico"	1200	144	"Collana a cura di Lisa Vozza e Federico Tibone. Trad. di L. Doplicher, 115x180, 2010"
9788808272928	"GRASSO Elisabetta-MELCHIORI Paola"	"Hit the bricks!"	"Build up your house, build up your English"		"Volume unico con risorse digitali Scuolabook"	2920	336	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2013"
9788808336682	"BERSI Paola-RICCI Carlo"	"Il libro di arte e immagine"			"Volume unico"	2930	544	", , 230x285, 2015"
9788808356772	"BERSI Paola-RICCI Carlo"	"Il libro di arte e immagine"			"Confezione volume A Storia dell'arte + volume B Tecniche e temi"	3120	640	", , 230x285, 2015"
9788808537454	"BERSI Paola-RICCI Carlo"	"Il libro di arte e immagine"			"10 compiti di realtà per la certificazione delle competenze"	690	88	", , 230x285, 2015"
9788808047342	"BIONE Massimo-BONSIGNORI Angelo-BOSELLO Furio-GALGANO Francesco-SALANITRO Niccolò-SANTARELLI Umberto-SANTINI Gerardo-SCUDELLARI Luciano-TEDESCHI Guido Uberto"	"Art. 1-22"	"Disposizioni generali Dichiarazione di fallimento"	"1 ed."	"Volume unico"	7400	736	"180x245, 1974"
9788808420909	"CERRI Matteo"	"A mente fredda"	"L'ibernazione: dal mondo animale all'esplorazione spaziale"		"Volume unico"	1310	192	", , 127x198, 2018"
9788808530288	"BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David"	"Il carbonio, gli enzimi, il DNA"		"seconda edizione"	"Biochimica, biotecnologie e scienze della Terra con elementi di chimica organica"	3100	408	", , 230x285, 2021"
9788808720160	"BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David"	"Il carbonio, gli enzimi, il DNA"		"seconda edizione"	"Chimica organica, biochimica e biotecnologie"	3080	392	", , 230x285, 2021"
9788808824196	"BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David"	"Il carbonio, gli enzimi, il DNA"		"seconda edizione"	"Biochimica e biotecnologie"	2280	240	", , 230x285, 2021"
9788808862129	"BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David"	"Il carbonio, gli enzimi, il DNA"		"seconda edizione"	"Chimica organica, polimeri, biochimica e biotecnologie 2.0 S"	3950	496	", , 230x285, 2021"
9788808891495	"BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David"	"Il carbonio, gli enzimi, il DNA"		"seconda edizione"	"Biochimica e biotecnologie con elementi di chimica organica"	2490	288	", , 230x285, 2021"
9788808903242	"BOSELLINI Alfonso-HACKER Sally-HELLER H. Craig-HILLIS David M.-POSCA Vito-RIGACCI Stefania-ROSSI Lara-SADAVA David"	"Il carbonio, gli enzimi, il DNA"		"seconda edizione"	"Polimeri, biochimica e biotecnologie 2.0 S"	3000	328	", , 230x285, 2021"
9788808317421	"CICCOTTI Rachele-GARZILLO Liliana"	"ConTextos literarios"		"Seconda edizione"	"Confezione 6 CD audio per la classe"	6170	0	", , 142x122, 2017"
9788808521064	"CICCOTTI Rachele-GARZILLO Liliana"	"ConTextos literarios"		"Seconda edizione"	"Volume unico"	3740	616	", , 197x266, 2017"
9788808605603	"CICCOTTI Rachele-GARZILLO Liliana"	"ConTextos literarios"		"Seconda edizione"	"Volume 2"	2550	408	", , 197x266, 2017"
9788808790514	"CICCOTTI Rachele-GARZILLO Liliana"	"ConTextos literarios"		"Seconda edizione"	"Volume 1"	1520	208	", , 197x265, 2017"
9788808110633	"IANTORNO Giuliano-PAPA Mario-SHELLY Janet"	"Multicolour Visions"			"Confezione 9 CD audio per la classe"	9980	0	"143x125, 2008"
9788808113078	"IANTORNO Giuliano-PAPA Mario-SHELLY Janet"	"Multicolour Visions"			"DVD The Story Episodes"	1560	0	"135x190, 2008"
9788808114075	"IANTORNO Giuliano-PAPA Mario-SHELLY Janet"	"Multicolour Visions"			"Confezione volume 3 + Multicultural Visions 3 + 2 CD audio con risorse digitali Scuolabook"	2290	184	"210x285, 2008"
9788808114099	"IANTORNO Giuliano-PAPA Mario-SHELLY Janet"	"Multicolour Visions"			"Confezione volume 3 + Multicultural Visions 3 + 2 CD audio + DVD The Story Episodes 3"	2720	184	"210x285, 2008"
9788808202611	"IANTORNO Giuliano-PAPA Mario-SHELLY Janet"	"Multicolour Visions"			"Confezione volume 3 + Multicultural Visions 3 + eBook 3"	2820	208	"210x285, 2008"
9788808221292	"EDIGEO "	"Inglese compatto"	"Dizionario Inglese-Italiano Italiano-Inglese"	"Quarta edizione"	"Volume unico"	1740	504	", , 130x178, 2017"
9788808260321	"FRUGONI Chiara-MAGNETTO Anna"	"Prima di noi"		"seconda edizione di Tutti i nostri passi"	"Volume 1"	2190	320	"230x285, 2014"
9788808501271	"FRUGONI Chiara-MAGNETTO Anna"	"Prima di noi"		"seconda edizione di Tutti i nostri passi"	"Volume 2"	2190	304	"230x285, 2014"
9788808202529	"HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David"	Biologia		"Quinta edizione italiana condotta sulla undicesima edizione americana"	"Volume 5 - La biologia degli animali + ebook"	4110	400	", , 270x197, 2019"
9788808251473	"HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David"	Biologia		"Quinta edizione italiana condotta sulla undicesima edizione americana"	"Volume 4 - La biologia delle piante + ebook"	1880	144	", , 197x270, 2019"
9788808289650	"HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David"	Biologia		"Quinta edizione italiana condotta sulla undicesima edizione americana"	"Volume 3 - L'evoluzione e la biodiversità + ebook"	3220	352	", , 197x270, 2019"
9788808338594	"HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David"	Biologia		"Quinta edizione italiana condotta sulla undicesima edizione americana"	"Volume 1 - La cellula + ebook"	2820	256	", , 197x270, 2019"
9788808799647	"HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David"	Biologia		"Quinta edizione italiana condotta sulla undicesima edizione americana"	"Volume 6 - L'ecologia + ebook"	2080	168	", , 197x270, 2019"
9788808955289	"HACKER Sally-HELLER H. Craig-HILLIS David M.-SADAVA David"	Biologia		"Quinta edizione italiana condotta sulla undicesima edizione americana"	"Volume 2 - L'ereditarietà e il genoma + ebook"	2820	264	", , 197x270, 2019"
9788808186492	"MENCUCCINI Corrado-SILVESTRINI Vittorio"	"Fisica - Meccanica e termodinamica"			"Volume unico"	6500	728	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2016"
9788808291059	"SARACENI Silvia-STRUMIA Giorgio"	"24 unità di apprendimento per le Scienze integrate"			"Idee per imparare"	1300	192	", , 0x0, 2022"
9788808599957	"SARACENI Silvia-STRUMIA Giorgio"	"24 unità di apprendimento per le Scienze integrate"			"Volume unico"	2620	424	", , 230x285, 2022"
9788808235084	"CASALI Claudia-CITTI Vittorio-FERRARI Rita-FONTANA Maria Rosa-GUBELLINI Maura-PENNESI Antonella"	"Storia e autori della letteratura greca"		"Seconda edizione"	"Volume 1"	3530	656	", , 197x266, 2015"
9788808235893	"CASALI Claudia-CITTI Vittorio-FERRARI Rita-FONTANA Maria Rosa-GUBELLINI Maura-PENNESI Antonella"	"Storia e autori della letteratura greca"		"Seconda edizione"	"Euripide Troiane"	820	96	", , 197x265, 2015"
9788808335081	"CASALI Claudia-CITTI Vittorio-FERRARI Rita-FONTANA Maria Rosa-GUBELLINI Maura-PENNESI Antonella"	"Storia e autori della letteratura greca"		"Seconda edizione"	"Volume 2"	3650	680	", , 197x266, 2015"
9788808435088	"CASALI Claudia-CITTI Vittorio-FERRARI Rita-FONTANA Maria Rosa-GUBELLINI Maura-PENNESI Antonella"	"Storia e autori della letteratura greca"		"Seconda edizione"	"Volume 3"	4080	800	", , 197x266, 2015"
9788808127358	"CUNSOLO Gianfranco"	"Tecnologia meccanica"	"per Meccanica, Meccatronica ed Energia"		"Volume 2 con risorse digitali Scuolabook"	3560	472	"197x266, 2012"
9788808145475	"CUNSOLO Gianfranco"	"Tecnologia meccanica"	"per Meccanica, Meccatronica ed Energia"		"Volume 3 con risorse digitali Scuolabook"	4150	544	"195x265, 2012"
9788808192738	"CUNSOLO Gianfranco"	"Tecnologia meccanica"	"per Meccanica, Meccatronica ed Energia"		"Volume 1 con risorse digitali Scuolabook"	3150	400	"197x266, 2012"
