COD_ISBN	AUTORI	TITOLO	STITOLO	EDIZIONE	TITOLOC	PREZZO	NUPAG	NOTA
9788808427106	"CAGLIERO Giorgio"	"Meccanica, macchine ed energia"	"Per Meccanica ed Energia"		"Volume 3 con risorse digitali Scuolabook"	3280	432	"197x265, 2012"
9788808320636	"CIABATTI Nello-DI CAPUA Umberto-DI COSTANZO Gennaro"	"L'arte dell'ospitalità"	"Laboratori di servizi enogastronomici - Settore sala e vendita"		"Volume primo biennio"	2340	336	", Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2019"
9788808402936	"BAROZZI Graziella-BERGAMINI Massimo"	Matematica.in3passi			"Volume B"	1310	168	", , 197x265, 2017"
9788808456960	"BAROZZI Graziella-BERGAMINI Massimo"	Matematica.in3passi			"Volume A"	1310	168	", , 197x265, 2017"
9788808720931	"BAROZZI Graziella-BERGAMINI Massimo"	Matematica.in3passi			"Volume 1"	1060	160	", , 197x265, 2017"
9788808926784	"BAROZZI Graziella-BERGAMINI Massimo"	Matematica.in3passi			"Volume 2"	1060	144	", , 197x265, 2017"
9788808168221	"GALGANO Francesco-SBISÀ Giuseppe"	"ART. 2497-2497 septies"	"Direzione e coordinamento di società"	"Seconda edizione"	"Volume unico"	8370	424	"180x245, 2014"
9788808734891	"RODATO Silvano"	"Alimentazione & territorio"	"Scienza e cultura dell'alimentazione per i Servizi di Accoglienza turistica"		"Volume per il quinto anno"	1840	288	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2012"
9788808621139	"BAROZZI Graziella-BERGAMINI Massimo-CANNAS Anna-CERNEAZ Sabrina"	"Matematica in cucina, in sala, in albergo"			"Volume 1"	2510	480	", , 197x264, 2017"
9788808746856	"BAROZZI Graziella-BERGAMINI Massimo-CANNAS Anna-CERNEAZ Sabrina"	"Matematica in cucina, in sala, in albergo"			"Volume 2"	2490	416	", , 197x265, 2017"
9788808263605	"BREEDLOVE S. Mark-WATSON Neil V."	"Il cervello e la mente"	"Le basi biologiche del comportamento"		"Volume unico"	5300	456	"Trad. di R. Lucchi, A. Poli, G. Zunica, 210x285, 2014"
9788808620439	"CERA Mario-DI VALENTIN Simona"	"Gli investimenti finanziari. Imprese e servizi"			"Volume unico"	2270	224	", , 170x240, 2020"
9788808820327	"CONTESSA Gian Marco-MARZO Giuseppe Augusto"	"Fisica applicata alle scienze mediche"			"Volume unico"	2600	224	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2019"
9788808084873	"GIUSTI Francesco-SANTOCHI Marco"	"Tecnologia meccanica"	"E studi di fabbricazione"	"Seconda edizione"	"Volume unico"	8450	688	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2000"
9788808434708	"AMALDI Ugo"	L'Amaldi.bianco	"Meccanica, Termodinamica, Elettromagnetismo, Onde"		"Volume unico"	1770	224	"210x285, 2014"
9788808534705	"AMALDI Ugo"	L'Amaldi.bianco	"Meccanica, Termodinamica, Elettromagnetismo, Onde"		"Volume unico"	2030	224	"210x285, 2014"
9788808920690	"COX Michael M-MELLONI Edon-NELSON David L"	"I principi di biochimica di Lehninger"		"Settima edizione"	"Volume unico + ebook"	16550	1280	", , 200x295, 2018"
9788808900616	"CUCCIOLI MELLONI Rita"	"Itinera compone"	"Versionario di latino"		Versionario	2340	456	"197x266, 2014"
9788808820990	"RONCHETTI Paolo"	"Lezioni di diritto ed economia"			"Volume unico"	2650	496	", , 210x285, 2017"
9788808220967	"CAPPA Stefano-DENES Gianfranco-GROSSI Dario-GUARIGLIA Cecilia-LUZZATTI Claudio Giuseppe-PIZZAMIGLIO Luigi"	"Manuale di neuropsicologia"	"Normalità e patologia dei processi cognitivi"	"Terza edizione"	"Volume unico + ebook"	13250	1264	", , 180x250, 2019"
9788808182173	"GUARNIERI Carlo-LIEBERMAN Michael-MARKS Allan"	"Marks biochimica medica"	"Un approccio clinico"	"Seconda edizione"	"Volume unico"	11600	1008	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 225x285, 2010"
9788808375537	"RONCHETTI Paolo"	"Diritto ed economia politica"		"quinta edizione"	"Volume 2"	2070	384	", , 197x285, 2022"
9788808494313	"RONCHETTI Paolo"	"Diritto ed economia politica"		"quinta edizione"	"Volume 1"	2080	384	", , 197x285, 2022"
9788808728913	"RONCHETTI Paolo"	"Diritto ed economia politica"		"quinta edizione"	"Volume 3"	2350	480	", , 197x285, 2022"
9788808167309	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il Globo terrestre e la sua evoluzione"		"Sesta edizione"	"Volume unico"	5000	600	"230x285, 2008"
9788808259226	"MATASSI Carla-MENCHETTI Marzia"	"New Totally Connected"		"seconda edizione"	"Volume unico"	2650	340	"Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2014"
9788808059802	"CORBELLINI Giancarlo"	"Guida all'orientamento"	"con la carta, la bussola, il cielo"		"Volume unico"	3360	160	"102 i., 145x215, 1985"
9788808083616	"AGATI Patrizia-CALÒ Daniela Giovanna-MONTANARI Angela"	Statistica	"Con esercizi commentati e risolti"		"Volume unico"	3820	448	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 160x265, 1998"
9788808373618	"BAROZZI Graziella-BERGAMINI Massimo-CANNAS Anna-CERNEAZ Sabrina-TRIFONE Anna"	"Matematica in cucina, in sala, in albergo"			"Volume per il secondo biennio e quinto anno + Tutor"	3060	672	", , 197x267, 2020"
9788808937766	"CANNAROZZO Renato-CUCCHIARINI Lanfranco-MESCHIERI William"	"Genio rurale"			"Volume 2"	3040	408	", , 197x266, 2016"
9788808337924	"CALITTI Floriana"	"Incontri di autori e testi"			"Volume 3.1 Dal Naturalismo al Decadentismo"	1400	432	", , 197x265, 2016"
9788808537928	"CALITTI Floriana"	"Incontri di autori e testi"			"Volume 3.2 Percorso della poesia del Novecento + Percorso della narrativa del Novecento"	3350	1152	", , 197x265, 2016"
9788808837912	"CALITTI Floriana"	"Incontri di autori e testi"			"Volume 2 Dal Barocco a Manzoni e Leopardi"	3400	960	", , 197x266, 2016"
9788808599919	"FORTE Stefano-NAPOLITANO Jim-SAKURAI Jun John"	"Meccanica quantistica moderna"		"Terza edizione italiana"	"Volume unico + ebook"	5900	576	", , 170x240, 2021"
9788808920706	"BRESSANINI Dario"	"OGM tra leggende e realtà"	"Alla scoperta delle modifiche genetiche nel cibo che mangiamo"	"Seconda edizione"	"Volume unico"	1430	288	", , 127x198, 2018"
9788808509154	"BAROZZI Graziella-BERGAMINI Massimo"	"Lineamenti di matematica"			"Volume 2 con Tutor"	2500	512	", , 198x267, 2022"
9788808939852	"BAROZZI Graziella-BERGAMINI Massimo"	"Lineamenti di matematica"			"Volume 1 con Tutor"	2440	664	", , 197x266, 2022"
9788808420367	"RIGHI BELLOTTI Anna-SELMI Claudia"	"Economia globale"	"Relazioni internazionali per l'articolazione RIM"	"seconda edizione"	"Volume 1 per il secondo biennio"	2820	560	", , 197x266, 2020"
9788808892522	"RIGHI BELLOTTI Anna-SELMI Claudia"	"Economia globale"	"Relazioni internazionali per l'articolazione RIM"	"seconda edizione"	"Volume 2 per il quinto anno"	2420	512	", , 197x266, 2020"
9788808964755	"FAENZA Francesca-MONTI Paolo"	"Iuris tantum"	"Fino a prova contraria"	"Seconda edizione"	"Diritto pubblico"	2440	448	", , 197x265, 2017"
9788808092571	"PAGANI Carlo Domenico-SALSA Sandro"	Matematica	"Per i diplomi universitari"		"Volume unico"	3370	328	"175x245, 1997"
9788808258861	"MYERS David G"	"Psicologia generale"	"Un'introduzione al pensiero critico e all'indagine scientifica"		"Volume unico"	5250	600	"197x270, 2014"
9788808321282	"DURANTI Marcello"	"Introduzione allo studio delle proteine"			"Volume unico"	2560	208	", , 197x270, 2016"
9788808254856	"TAMMET Daniel"	"La poesia dei numeri"	"Come la matematica mi illumina la vita"		"Volume unico + risorse digitali"	1430	272	"Trad. di L. Doplicher, 115x177, 2014"
9788808069986	"GERMANÒ Alberto-ROMAGNOLI Emilio"	"Art. 1628-1654"	"AFFITTO. AFFITTO DI FONDI RUSTICI. AFFITTO A COLTIVATORE DIRETTO"	"1 ed."	"Volume unico"	7950	672	"180x250, 1990"
9788808920379	"ALCOCK John-RUBENSTEIN Dustin R."	Etologia	"Un approccio evolutivo"	"Quarta edizione italiana condotta sull'undicesima edizione americana"	"Volume unico + ebook"	7550	528	", , 205x280, 2020"
9788808565587	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"Il carbonio, gli enzimi, il DNA"			"Polimeri, biochimica e biotecnologie 2.0 S"	2910	328	", , 230x285, 2016"
9788808932471	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"Il carbonio, gli enzimi, il DNA"			"Chimica organica, polimeri, biochimica e biotecnologie 2.0 S"	3930	464	", , 230x285, 2016"
9788808236760	"PASQUETTO Sergio-PATRONE Luigi"	"Fondamenti di chimica fisica"			"Volume unico con risorse digitali Scuolabook"	3210	368	"197x266, 2012"
9788808755087	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Matematica.blu 2.0"		"Seconda edizione"	"Volume 5 con Tutor"	4060	888	", , 197x265, 2016"
9788808865007	"BAROZZI Graziella-BERGAMINI Massimo-TRIFONE Anna"	"Matematica.blu 2.0"		"Seconda edizione"	"Volume 5"	3750	888	", , 197x265, 2016"
9788808184405	"BARBUJANI Guido-RELETHFORD John H."	"Genetica delle popolazioni umane"			"Volume unico"	3930	352	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2013"
9788808320810	"CECCHELLA Claudio"	"Diritto e processo nelle controversie familiari e minorili"			"Volume unico"	3440	336	", , 170x240, 2018"
9788808166005	"CREMASCHI Andrea-GIOMI Francesco"	"Rumore bianco"	"Introduzione alla musica digitale"		"Volume unico"	1310	192	"Collana a cura di Lisa Vozza e Federico Tibone, 115x178, 2008"
9788808141378	"MANDOLINI Stefania"	"Le parole della fisica.azzurro"	"con Physics in English"		"Volume 3"	2170	296	"197x266, 2012"
9788808141392	"MANDOLINI Stefania"	"Le parole della fisica.azzurro"	"con Physics in English"		"Volume 3"	2430	296	"197x266, 2012"
9788808520975	"GHERARDELLI Paola"	"Hands-on Electronics and Electrotechnology"			"Volume unico"	2360	280	", , 210x285, 2018"
9788808064295	"KOLONIA Amalìa-PERI Massimo"	"Greco antico neogreco e italiano"	"Dizionario dei prestiti e dei parallelismi"		"Volume unico"	3350	544	"11 800 lemmi ed etimologie, 100 000 traducenti, 160x215, 2008"
9788808012043		"Art. 43-78"	"Luigi Montuschi DOMICILIO E RESIDENZA. Emilio Romagnoli ASSENZA. Domenico Barillaro DICHIARAZIONE DI MORTE PRESUNTA. PARENTELA E AFFINITA'"	"1 ed."	"Volume unico"	6150	526	"177x245, 1971"
9788808720184	"MAKNOUZ Dany"	"La lezione segmentata"	"Ritmata, varia, integrata"		"Volume unico"	1520	224	", , 145x210, 2021"
9788808442130	"RONCHETTI Paolo"	"Diritto e legislazione turistica"		"Terza edizione"	"Fondamenti di diritto pubblico"	2260	440	", , 167x285, 2017"
9788808192479	"BESTLEY Russell-NOBLE Ian"	"Comunicare con le immagini"	"Metodi e linguaggi per il graphic design"		"Volume unico"	3260	224	"Trad. Studio Buysschaert Malerba, rev. S. Sfligiotti, 220x300, 2013"
9788808737229	"CIRILLO Loredana-LANCINI Matteo-VIRDIS Giuseppe"	"Le regole della mente"	"Corso di psicologia"		"Volume unico per il secondo biennio"	2080	384	", , 197x265, 2018"
9788808100870	"TESI Riccardo"	"Storia dell'italiano"			"La formazione della lingua comune"	2920	304	"180x245, 2005"
9788808193551	"TESI Riccardo"	"Storia dell'italiano"			"La lingua moderna e contemporanea"	2920	288	"180x245, 2005"
9788808421234	"GENTILE Antonino-TIFI Alfredo-VALITUTTI Giuseppe"	"La chimica per tutti"			"Volume unico"	1800	218	", , 230x285, 2015"
9788808043504	"BRANCA Giuseppe"	"Art. 1027-1099"	"Servitù prediali"	"6 ed."	"Volume unico"	8750	648	"(1ª ed., 1947; 2ª ed., 1954; 3ª ed., 1960; 4ª ed., 1967; 5ª ed., 1979), 180x250, 1987"
9788808720887		"Advanced Learner's English Dictionary"			"Volume unico"	3020	2016	", Merriam-Webster / Zanichelli, 165x235, 2017"
9788808062550	"BAROZZI Giulio Cesare-DORE Giovanni-OBRECHT Enrico"	"Elementi di Analisi matematica"			"Volume 1"	4750	496	"197x260, 2009"
9788808437082	"BAROZZI Giulio Cesare-DORE Giovanni-OBRECHT Enrico"	"Elementi di Analisi matematica"			"Volume 2"	5850	640	"197x265, 2009"
9788808493668	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Quarta edizione"	"Confezione Aritmetica 2 + Geometria 2"	2640	568	", , 210x285, 2021"
9788808505415	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Quarta edizione"	"Idee per imparare 1"	1100	208	", , 197x285, 2021"
9788808614070	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Quarta edizione"	"Idee per imparare 2"	970	176	", , 197x285, 2021"
9788808620378	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Quarta edizione"	"Confezione Aritmetica 1 + Geometria 1+ fascicolo Pronto soccorso"	2710	760	", , 210x285, 2021"
9788808721747	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Quarta edizione"	"Idee per imparare 3"	970	176	", , 197x285, 2021"
9788808944443	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Quarta edizione"	"Verso la prova INVALSI"	760	104	", , 210x285, 2021"
9788808967015	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Quarta edizione"	"Confezione Algebra 3 + Geometria 3"	2720	536	", , 210x285, 2021"
9788808518453	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Quarta edizione"	"Volume per le vacanze 2"	850	104	", , 197x266, 2021"
9788808911414	"ARPINATI Anna Maria-MUSIANI Mariarosa"	"Matematica in azione"		"Quarta edizione"	"Volume per le vacanze 1"	850	88	", , 195x265, 2021"
9788808220660	"CARRADA Luisa"	"Scrivere un'email"	"Con voce sicura, limpida, tua"		"Volume unico"	1300	128	", , 128x267, 2017"
9788808436634	"GIACOMA Luisa-KOLB Susanne"	"il Tedesco smart"	"Dizionario Tedesco-Italiano, Italienisch-Deutsch"	"Seconda edizione"	"Versione Base"	3190	1440	", , 150x210, 2016"
9788808901484	"GIACOMA Luisa-KOLB Susanne"	"il Tedesco smart"	"Dizionario Tedesco-Italiano, Italienisch-Deutsch"	"Seconda edizione"	"Versione Plus"	4760	1440	", , 160x220, 2016"
9788808520708	"AMBROSE Susan A.-BRIDGES Michael W.-DI PIETRO Michele-LOVETT Marsha C.-MAKNOUZ Dany-NORMAN Marie K."	"Come impariamo"	"Sette principi per un insegnamento efficace"		"Volume unico"	1590	248	", , 145x210, 2017"
9788808380050	"ISONNI Damiana"	"Una donna in prima linea contro l'AIDS"	"Biografia di Antonietta Cargnel"		"Volume unico"	2800	384	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2018"
9788808920638	"D'ASCANIO Maria-FASOLI Antonella"	"Atención sociosanitaria"		"seconda edizione"	"Volume unico"	2370	264	", Clitt editore. Distribuzione esclusiva Zanichelli, 196x285, 2018"
9788808185709	"REDIGOLO Domenico-WILKINSON Judith M."	"Processo infermieristico e pensiero critico"		"Terza edizione"	"Volume unico"	5250	496	"Domenico Redigolo, Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 197x270, 2013"
9788808185136	"COHEN Janice S.-KATHOL Roger G.-PEREZ Rebecca"	"Manuale di Case Management"			"Volume unico"	5300	352	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2014"
9788808174161	"CRESCITELLI Maria Alessandra-DE MAIO Pascale"	"Métier et Saveurs"			"Volume per il secondo biennio"	2730	320	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2013"
9788808301376	"CRESCITELLI Maria Alessandra-DE MAIO Pascale"	"Métier et Saveurs"			"Volume per il quinto anno"	2190	256	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2013"
9788808090485	"FINI Andrea-NANNI Cristina"	Gnatologia			"Vol.1 Biomeccanica dell'apparato stomatognatico, protesi, ortognatodonzia"	5200	384	"Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 190x260, 2000"
9788808177360	"FINI Andrea-NANNI Cristina"	Gnatologia			"Vol.2 Fisiopatologia, implantoprotesi, ortognatodonzia"	5000	352	"Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 190x260, 2000"
9788808180056	"PAVAN Pietro-SARTORI Paolo"	"Problemi di fisica 2 risolti e commentati"		"Terza edizione"	"Volume unico"	3190	288	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 215x280, 2006"
9788808699855	"FERRAZZOLI Marco-MAGA Giovanni"	"Pandemia e infodemia"	"Come il virus viaggia con l'informazione"		"Volume unico"	1430	232	", , 128x197, 2021"
9788808269522	"CIUCCI Donatella-TONCELLI Fabrizia"	Stechiometria			"Volume unico con risorse digitali Scuolabook"	1240	136	"197x266, 2013"
9788808720283	"FOSSEN Haakon"	"Geologia strutturale"		"Prima edizione italiana condotta sulla seconda edizione inglese"	"Volume unico + ebook"	6000	512	", , 197x270, 2020"
9788808085917	"RESNICK Robert-UGUZZONI Arnaldo"	"Introduzione alla relatività ristretta"			"Volume unico"	2400	244	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 1979"
9788808066411		"Biblioteca Italiana Zanichelli"	"DVD-ROM per Windows per la ricerca in testi, biografie, trame e concordanze della Letteratura italiana"		DVD-ROM	12450	244	"Testi a cura di Pasquale Stoppelli, 140x190, 2010"
9788808280015	"GUIDORZI Cristiano-ZANZI Andrea"	"Problemi di Fisica generale 1"	"Meccanica, Onde, Fluidodinamica, Termodinamica"		"Volume unico"	3300	416	", , 170x240, 2017"
9788808076779	"ARAGONA Raffaele"	Oplepiana	"Dizionario di letteratura potenziale"		"Volume unico"	2000	208	"155x215, 2002"
9788808267047	"IARRERA Francesco-PILOTTI Giorgio"	"Atlante del mondo d'oggi"			"Volume unico"	1770	216	", , 230x285, 2015"
9788808524973	"CINTI Danilo-CUTNELL John D-JOHNSON Kenneth W-STADLER Shane-YOUNG David"	"La fisica di Cutnell e Johnson.azzurro"			"Volume per il secondo biennio"	3550	568	", , 210x285, 2020"
9788808688064	"CINTI Danilo-CUTNELL John D-JOHNSON Kenneth W-STADLER Shane-YOUNG David"	"La fisica di Cutnell e Johnson.azzurro"			"Volume per il quinto anno"	2430	352	", , 210x285, 2020"
9788808258564	"BERTOLOTTI Angelo"	"I controlli nella s.p.a."			"Volume unico"	13970	704	", , 180x245, 2018"
9788808298362	"CAMEROTA Filippo"	"Itinerario nel disegno"			"Volume 2"	1900	256	", , 230x285, 2019"
9788808620958	"CAMEROTA Filippo"	"Itinerario nel disegno"			"Volume 1"	2160	392	", , 230x285, 2019"
9788808220929	"STANCARI Chiara"	"Pronti per l'INVALSI"	"di italiano"		"Volume unico"	1010	168	", , 197x265, 2017"
9788808521262	"CHINNERY Patrick-GOODSHIP Judit-STRACHAN Tom"	"Genetica & Genomica nelle scienze mediche"			"Volume unico"	5800	512	"Rev. di R. Tupler, trad. di R. Leghissa e M. Vecchioni,, , 197x270, 2016"
9788808168993	"FILIPPINI Chiara-MANZONI Gian Enrico-SGARZI Daniela"	"Verba nostra"	"Corso di lingua e cultura latina"		"Idee per imparare"	980	160	", , 197x265, 2022"
9788808549778	"FILIPPINI Chiara-MANZONI Gian Enrico-SGARZI Daniela"	"Verba nostra"	"Corso di lingua e cultura latina"		"Confezione Teoria + Laboratorio 1"	3680	1024	", , 197x266, 2022"
9788808892386	"FILIPPINI Chiara-MANZONI Gian Enrico-SGARZI Daniela"	"Verba nostra"	"Corso di lingua e cultura latina"		"Laboratorio 1"	2480	640	", , 197x265, 2022"
9788808920317	"FILIPPINI Chiara-MANZONI Gian Enrico-SGARZI Daniela"	"Verba nostra"	"Corso di lingua e cultura latina"		Teoria	1650	384	", , 197x265, 2022"
9788808922731	"FILIPPINI Chiara-MANZONI Gian Enrico-SGARZI Daniela"	"Verba nostra"	"Corso di lingua e cultura latina"		"Laboratorio 2"	2500	480	", , 197x266, 2022"
9788808251855	"ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo"	"Con altri occhi"	"La letteratura e i testi"		"Scrivere e parlare bene. Verso il nuovo esame di Stato"	1020	240	", , 197x266, 2018"
9788808364524	"ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo"	"Con altri occhi"	"La letteratura e i testi"		"Volume 5"	2200	672	", , 197x265, 2018"
9788808375292	"ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo"	"Con altri occhi"	"La letteratura e i testi"		"Giacomo Leopardi"	710	160	", , 197x265, 2018"
9788808433046	"ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo"	"Con altri occhi"	"La letteratura e i testi"		"Volume 4"	2000	544	", , 197x265, 2018"
9788808667977	"ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo"	"Con altri occhi"	"La letteratura e i testi"		"Volume 6"	2950	1184	", , 197x265, 2018"
9788808794253	"ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo"	"Con altri occhi"	"La letteratura e i testi"		"Volume 3"	2300	656	", , 197x265, 2018"
9788808820846	"ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo"	"Con altri occhi"	"La letteratura e i testi"		"Volume 1"	2200	608	", , 197x265, 2018"
9788808843197	"ARMELLINI Guido-BOSI Luigi-COLOMBO Adriano-MARCHESINI Matteo"	"Con altri occhi"	"La letteratura e i testi"		"Volume 2"	2200	640	", , 197x265, 2018"
9788808543738	"MENAGGIA Giorgio-RONCALLI Wilma"	"Le filiere agroalimentari"	"Processi e tecnologie di trasformazione"		"Volume unico"	2470	320	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 197x265, 2018"
9788808058836		"Riti speciali di cognizione"	"Commentario al d.lgs. 1° settembre 2011, n.150 di Rosanna De Nictolis"		"Volume unico"	11330	688	"180x245, 2012"
9788808820969	"CALLEGARI Mia-CAVALLI Gino"	"Lezioni sui contratti bancari"		"Terza edizione"	"Volume unico"	4120	304	", , 170x240, 2019"
9788808195838	"ADVOKAT Claire D.-COMATY Joseph E.-JULIEN Robert M"	"Droghe e farmaci psicoattivi"		"Seconda edizione italiana condotta sulla dodicesima edizione americana"	"Volume unico"	6000	688	"Rev. di A. Sala, trad. di C. Buccellati, 170x240, 2012"
9788808167224	"CALVO Roberto"	"ART. 1100 - 1116"	"Comunione in generale"		"Volume unico"	7140	352	", , 170x250, 2019"
9788808520357	"BAGARELLO Fabio"	"Metodi matematici per fisici e ingegneri"		"seconda edizione"	"Volume unico"	4570	456	", , 170x240, 2019"
9788808008244	"GAMOW George"	"Trent'anni che sconvolsero la fisica"	"La storia della teoria dei quanti"		"Volume unico"	1750	205	"Trad. di L. Felici, 66 i., 114x187, 1966"
9788808617262	"GHIDELLI Roberta-RIPAMONTI Susanna-TARTUFERI Tatiana"	"Società che cambiano edizione rossa"	"Corso di sociologia"		"Volume unico"	2380	480	", , 197x265, 2018"
9788808620972	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			"Volume 1"	2650	752	", , 197x265, 2019"
9788808692634	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			"Volume 2"	2650	784	", , 197x265, 2019"
9788808879318	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			"Idee per imparare"	1100	240	", , 197x266, 2019"
9788808918581	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			Strumenti	1100	240	", , 197x266, 2019"
9788808947840	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			"Volume 3"	3430	1024	", , 197x265, 2019"
9788808966438	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			"Confezione Volume 1 + Antologia della Commedia"	3370	1072	", , 197x265, 2019"
9788808994943	"GINEPRINI Mario-PANEBIANCO Beatrice-SEMINARA Simona"	"Vivere la letteratura"			"Verso la prova d'esame"	840	120	", , 197x266, 2019"
9788808030566	"MOLINARI Maria Vittoria"	"Filologia germanica"		"Seconda edizione"	"Volume unico"	1690	216	"115x190, 1987"
9788808172181	"CORI Elisabetta-LICHERI Barbara"	"Exploring Human Science"	"A glance at social studies"		"Volume unico"	3280	350	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2013"
9788808364074	"CANNELLA Mario-LAZZARINI Beata-ZANINELLO Andrea-ZINGARELLI Nicola"	"lo Zingarelli 2022"	"Vocabolario della lingua italiana"		"Versione DVD"	4990	0	"145 000 voci, 380 000 significati, 70 000 etimologie. Prossimo aggiornamento edizioni digitali: giugno 2022, , , 2021"
9788808561015	"CANNELLA Mario-LAZZARINI Beata-ZANINELLO Andrea-ZINGARELLI Nicola"	"lo Zingarelli 2022"	"Vocabolario della lingua italiana"		"Versione base"	7090	2688	"145 000 voci, 380 000 significati, 70 000 etimologie. Prossimo aggiornamento edizioni digitali: giugno 2022, , 190x255, 2021"
9788808569639	"CANNELLA Mario-LAZZARINI Beata-ZANINELLO Andrea-ZINGARELLI Nicola"	"lo Zingarelli 2022"	"Vocabolario della lingua italiana"		"Versione plus"	8800	2688	"145 000 voci, 380 000 significati, 70 000 etimologie. Prossimo aggiornamento edizioni digitali: giugno 2022, , 185x255, 2021"
9788808186065	"PILATI Luciano"	"Economia e management per ingegneri"		"Prima edizione"	"Volume unico"	3330	368	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2016"
9788808180025	"MANOTTI LANFREDI Anna Maria-TIRIPICCHIO Antonio"	"Fondamenti di chimica"		"Seconda edizione"	"Volume unico"	6400	656	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 197x270, 2005"
9788808023087	"BONSIGNORI Angelo"	"Art. 160-186"	"CONCORDATO PREVENTIVO"	"1 ed."	"Volume unico"	6800	600	"180x245, 1979"
9788808793294	"IANNUCCI Alessandro-LONGO Fatima"	"Unitutor Medicina - 19 prove risolte"	"Prove nazionali di ammissione a Medicina e Chirurgia, Odontoiatria e Veterinaria"		"Volume unico"	2160	304	", , 197x265, 2020"
9788808438577	"COLLI Giovanna-FERRO Florencia Cecilia"	Punto.com	"Tecniche di comunicazione dei servizi commerciali"	"terza edizione"	"Volume B"	1590	208	", , 197x285, 2022"
9788808499899	"COLLI Giovanna-FERRO Florencia Cecilia"	Punto.com	"Tecniche di comunicazione dei servizi commerciali"	"terza edizione"	"Volume A"	2420	352	", , 197x285, 2022"
9788808520401	"DELLA PIETRA Giuseppe"	"Il processo civile spiegato ai ragazzi"	"Vol. 1"		"Volume 1"	3060	320	", , 170x240, 2021"
9788808923837	"COLLI Giovanna"	"Punto com"	"Tecniche di comunicazione dei servizi commerciali"	"Seconda edizione"	"Volume B"	1530	192	", Clitt editore. Distribuzione esclusiva Zanichelli, 230x285, 2017"
9788808320988	"VEZZOLI Carlo"	"Design per la sostenibilità ambientale"	"Progettare il ciclo di vita dei prodotti"	"Seconda edizione"	"Volume unico"	2610	304	", , 170x240, 2017"
